CYCLE,CMTE_ID,AMNDT_IND,REPORT_TYPE,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TYPE,ENTITY_TYPE,NAME,CITY,STATE,ZIP,EMPLOYER,OCCUPATION,TRANSACTION_DATE,TRANSACTION_AMOUNT,OTHER_ID,TRANSACTION_ID,FILE_NUM,MEMO_CODE,MEMO_TEXT,SUB_ID
2000,C00347203,A,YE,,20035251886.0,15,,"WALSH, DENNIS S",EDINA,MN,55436,WALSH PARTNERS,,11151999.0,250,,,,,,3061920110006643404
2000,C00347203,A,YE,,20035251887.0,15,,"WHITNEY, BENSON",SAINT PAUL,MN,55105,WHITNEY MANAGEMENT COMPANY,,12101999.0,1000,,,,,,3061920110006643405
2000,C00347203,A,YE,,20035251887.0,15,,"WIGLEY, BARBARA",ORONO,MN,55356,HOMEMAKER,,12221999.0,1000,,,,,,3061920110006643406
2000,C00347203,A,YE,,20035251887.0,15,,"WIGLEY, BARBARA",ORONO,MN,55356,HOMEMAKER,,12221999.0,1000,,,,,,3061920110006643407
2000,C00347203,A,YE,,20035251887.0,15,,"WIGLEY, MICHAEL R",ORONO,MN,55356,GREAT PLAINS COMPANIES INC,,8071999.0,1000,,,,,,3061920110006643408
2000,C00347203,A,YE,,20035251887.0,15,,"WIGLEY, MICHAEL R",ORONO,MN,55356,GREAT PLAINS COMPANIES INC,,8071999.0,1000,,,,,,3061920110006643409
2000,C00347203,A,YE,,20035251885.0,15,,"SULLIVAN, RICHARD",BALTIMORE,MD,21218,CARGILL,,12301999.0,1000,,,,,,3061920110006643393
2000,C00347203,A,YE,,20035251885.0,15,,"SULLIVAN, RICHARD",BALTIMORE,MD,21218,CARGILL,,12301999.0,1000,,,,,,3061920110006643394
2000,C00347203,A,YE,,20035251885.0,15,,"SUNDQUIST, DEAN A",PLYMOUTH,MN,55442,MATE PRECISION TOOLING,,12281999.0,1000,,,,,,3061920110006643395
2000,C00347203,A,YE,,20035251863.0,15,,"ALEXANDER, PATRICK",MINNETONKA,MN,55391,COLD SPRINGS GRANITE,,12261999.0,500,,,,,,3061920110006637174
2000,C00347203,A,YE,,20035251863.0,15,,"AMES, RICHARD",JORDAN,MN,55352,AMES CONSTRUCTION,,11151999.0,500,,,,,,3061920110006637175
2000,C00347203,A,YE,,20035251863.0,15,,"ANDERSON, GEORGE E",CHAMPLLN,MN,55316,CROWN IRON WORKS,,10071999.0,1000,,,,,,3061920110006637176
2000,C00347203,A,YE,,20035251863.0,15,,"ANDERSON, GEORGE E",CHAMPLLN,MN,55316,CROWN IRON WORKS,,11231999.0,1000,,,,,,3061920110006637177
2000,C00347203,A,YE,,20035251863.0,15,,"ANDERSON, HAROLD",SAINT CLOUD,MN,56301,ANDERSON TRUCKING SERVICE INC,,12201999.0,1000,,,,,,3061920110006637178
2000,C00347203,A,YE,,20035251863.0,15,,"ANDERSON, PETER",EDEN PRALRIE,MN,55347,AMERICAN EXPRESS,,12231999.0,250,,,,,,3061920110006637179
2000,C00347203,A,YE,,20035251864.0,15,,"AMESON, RUTH",MINNEAPOLIS,MN,55405,PROFESSIONAL INSTRUMENTS,,12061999.0,500,,,,,,3061920110006637180
2000,C00347203,A,YE,,20035251864.0,15,,"ATWATER, BRUCE",WAYZATA,MN,55391,RETIRED,,11111999.0,1000,,,,,,3061920110006637181
2000,C00347203,A,YE,,20035251864.0,15,,"BACHMAN, TODD L",FARMINGTON,MN,55024,BACHMAN'S INC,,12081999.0,250,,,,,,3061920110006637182
2000,C00347203,A,YE,,20035251864.0,15,,"BENTDAHL, CRAIG",MINNEAPOLIS,MN,55424,EXCEL BANK,,11101999.0,250,,,,,,3061920110006637183
2000,C00347203,A,YE,,20035251864.0,15,,"BIRDSEYE, ARTHUR",ROCHESTER,MN,55902,ROCHESTER AVIATION,,10141999.0,500,,,,,,3061920110006637184
2000,C00347203,A,YE,,20035251864.0,15,,"BIXBY, BRADLEY",LONG LAKE,MN,55356,BURNET FINANCIAL GROUP,,9011999.0,250,,,,,,3061920110006637186
2000,C00347203,A,YE,,20035251864.0,15,,"BISSONETT, JAMES",EDEN PRAIRIE,MN,55344,CONSULTANT,,12141999.0,1000,,,,,,3061920110006637185
2000,C00347203,A,YE,,20035251865.0,15,,"BOARDMAN, MARK",MINNEAPOLIS,MN,55416,COMMUNITY CHANNEL.COM,,11151999.0,250,,,,,,3061920110006637187
2000,C00347203,A,YE,,20035251865.0,15,,"BOARDMAN, SCOTT",MINNETONKA,MN,55305,COMMUNITY CHANNEL.COM,,11191999.0,250,,,,,,3061920110006637188
2000,C00347203,A,YE,,20035251865.0,15,,"BOSCHWITZ, RUDY SEN",PLYMOUTH,MN,55447,HOME VALU INTERIORS,,12311999.0,500,,,,,,3061920110006637189
2000,C00347203,A,YE,,20035251865.0,15,,"BOYCE, JEFFREY",NEW ULM,MN,56073,3M,,11031999.0,500,,,,,,3061920110006637190
2000,C00347203,A,YE,,20035251865.0,15,,"BOYCE, JEFFREY",NEW ULM,MN,56073,3M,,12081999.0,500,,,,,,3061920110006637191
2000,C00347203,A,YE,,20035251865.0,15,,"BRANTMAN, FRANK",MINNEAPOLIS,MN,55441,LEAF INDUSTRIES,,12211999.0,500,,,,,,3061920110006637192
2000,C00347203,A,YE,,20035251865.0,15,,"BURWELL, RODNEY",ORONO,MN,55391,XERXES CORP,,12311999.0,1000,,,,,,3061920110006637193
2000,C00347203,A,YE,,20035251866.0,15,,"CLARK, BRUCE",WATERTOWN,MN,55388,SIMON DELIVERS,,12311999.0,200,,,,,,3061920110006637194
2000,C00347203,A,YE,,20035251866.0,15,,"CLEVELAND, CHARLIE",MINNEAPOLIS,MN,55403,FISH CREEK VENTURES,,9141999.0,1000,,,,,,3061920110006637195
2000,C00347203,A,YE,,20035251866.0,15,,"CLEVELAND, CHARLIE",MINNEAPOLIS,MN,55403,FISH CREEK VENTURES,,12151999.0,1000,,,,,,3061920110006637196
2000,C00347203,A,YE,,20035251866.0,15,,"CONNOLIY, MEG",MINNEAPOLIS,MN,55419,MARTS & LUNDY,,10091999.0,250,,,,,,3061920110006637197
2000,C00347203,A,YE,,20035251866.0,15,,"COOPER, WILLIAM",WAYZATA,MN,55391,TCF FINANCIAL,,9171999.0,1000,,,,,,3061920110006637198
2000,C00347203,A,YE,,20035251867.0,15,,"COOPER, WILLIAM",WAYZATA,MN,55391,TCF FINANCIAL,,9171999.0,1000,,,,,,3061920110006637199
2000,C00347203,A,YE,,20035251867.0,15,,"CUMMINS, JOAN",WAYZATA,MN,55391,HOMEMAKER,,12171999.0,1000,,,,,,3061920110006637201
2000,C00347203,A,YE,,20035251867.0,15,,"COUSINS, JOHN",EXCELSLOR,MN,55331,PIONEER RIM & WHEEL,,10251999.0,500,,,,,,3061920110006637200
2000,C00347203,A,YE,,20035251867.0,15,,"CUMMINS, ROBERT",WAYZATA,MN,55391,PRIMERA TECHNOLOGY,,12171999.0,1000,,,,,,3061920110006637202
2000,C00347203,A,YE,,20035251874.0,15,,"KELLOGG, ESTHER",SAINT PAUL,MN,55105,HOMEMAKER,,12261999.0,1000,,,,,,3061920110006680334
2000,C00347203,A,YE,,20035251874.0,15,,"KELLY, THOMAS O III",LONG LAKE,MN,55356,DORSEY & WHITNEY LLP,,10111999.0,500,,,,,,3061920110006680335
2000,C00347203,A,YE,,20035251874.0,15,,"KENNEDY, MARY",WAYZATA,MN,55391,HOMEMAKER,,7011999.0,1000,,,,,,3061920110006680336
2000,C00347203,A,YE,,20035251874.0,15,,"KENNEDY, MARY",WAYZATA,MN,55391,HOMEMAKER,,9211999.0,1000,,,,,,3061920110006680337
2000,C00347203,A,YE,,20035251874.0,15,,"KENNEDY, STEVEN",WAYZATA,MN,55391,FAEGRE & BENSON,,7011999.0,1000,,,,,,3061920110006680338
2000,C00347203,A,YE,,20035251874.0,15,,"KENNEDY, STEVEN",WAYZATA,MN,55391,FAEGRE & BENSON,,9211999.0,1000,,,,,,3061920110006680339
2000,C00347203,A,YE,,20035251874.0,15,,"KESSLER, MICHAEL",WAYZATA,MN,55391,DAIN RAUSCHER,,11261999.0,250,,,,,,3061920110006680340
2000,C00347203,A,YE,,20035251875.0,15,,"KIERLIN, ROBERT",WINONA,MN,55987,FASTENAL CO,,12061999.0,500,,,,,,3061920110006680341
2000,C00347203,A,YE,,20035251875.0,15,,"KINKEAD, JOHN",SAINT PAUL,MN,55116,NATIONAL MOWER,,12301999.0,500,,,,,,3061920110006680342
2000,C00347203,A,YE,,20035251875.0,15,,"KLAS, ROBERT C SR",MENDOTA HEIGHTS,MN,55118,TAPEMARK INC,,12021999.0,250,,,,,,3061920110006680343
2000,C00347203,A,YE,,20035251875.0,15,,"KOLTES, CLIFFORD",MEDINA,MN,55391,C B S A,,12031999.0,250,,,,,,3061920110006680344
2000,C00347203,A,YE,,20035251875.0,15,,"KORDONOWY, THOMAS F",DEEPHAVEN,MN,55331,RETIRED,,10051999.0,1000,,,,,,3061920110006680345
2000,C00347203,A,YE,,20035251875.0,15,,"KORDONOWY, THOMAS F",DEEPHAVEN,MN,55331,RETIRED,,10051999.0,1000,,,,,,3061920110006680346
2000,C00347203,A,YE,,20035251875.0,15,,"KRAWCZYK, HILARY",CHICAGO,IL,60611,HOMEMAKER,,12041999.0,350,,,,,,3061920110006680347
2000,C00347203,A,YE,,20035251876.0,15,,"KUHRMEYER, CARL",NORTH OAKS,MN,55127,RETIRED,,11231999.0,1000,,,,,,3061920110006680348
2000,C00347203,A,YE,,20035251876.0,15,,"LAMBRECHT, BRUCE A",MINNETONKA,MN,55305,INVESTMENT MANAGEMENT INC,,12201999.0,300,,,,,,3061920110006680349
2000,C00347203,A,YE,,20035251876.0,15,,"LANNERS, FRED",SAINT PAUL,MN,55118,RETIRED,,10141999.0,1000,,,,,,3061920110006680350
2000,C00347203,A,YE,,20035251876.0,15,,"LEAHY, JAMES",CINCINNATI,OH,45243,RETIRED,,8111999.0,1000,,,,,,3061920110006680351
2000,C00347203,A,YE,,20035251876.0,15,,"LEVIN, JERRY",BOCA RATON,FL,33496,SUNBEAM CORP,,12041999.0,1000,,,,,,3061920110006680352
2000,C00347203,A,YE,,20035251876.0,15,,"LINDAHL, JOHN",DEEPHAVEN,MN,55391,NORWEST GROWTH INVESTMENTS,,11161999.0,250,,,,,,3061920110006680353
2000,C00347203,A,YE,,20035251870.0,15,,"GRANGAARD, PAUL D",EDINA,MN,55439,PIPER JAFFREY INC,,10081999.0,1000,,,,,,3061920110006680312
2000,C00347203,A,YE,,20035251871.0,15,,"GRANGAARD, PAUL D",EDINA,MN,55439,PIPER JAFFREY INC,,10081999.0,1000,,,,,,3061920110006680313
2000,C00347203,A,YE,,20035251871.0,15,,"GREINER, JEFFREY",EXCELSIOR,MN,55331,DAIN RAUSCHER WESSELS,,12211999.0,1000,,,,,,3061920110006680314
2000,C00347203,A,YE,,20035251871.0,15,,"GREINER, JEFFREY",EXCELSIOR,MN,55331,DAIN RAUSCHER WESSELS,,12211999.0,1000,,,,,,3061920110006680315
2000,C00347203,A,YE,,20035251871.0,15,,"GRUNDHOFER, JOHN",ORONO,MN,55391,U S BANCORP,,12101999.0,500,,,,,,3061920110006680316
2000,C00347203,A,YE,,20035251871.0,15,,"GRUSS, MARK",SHOREWOOD,MN,55331,FREMONT INDUSTRIES,,12171999.0,1000,,,,,,3061920110006680317
2000,C00347203,A,YE,,20035251871.0,15,,"HAGEN, RUSSEL",SHOREWOOD,MN,55331,DATA RECOGNITION,,12181999.0,250,,,,,,3061920110006680318
2000,C00347203,A,YE,,20035251871.0,15,,"HAGEN, RUSSEL",SHOREWOOD,MN,55331,DATA RECOGNITION,,12221999.0,500,,,,,,3061920110006680319
2000,C00347203,A,YE,,20035251872.0,15,,"HAWKINS, GEORGE",MINNETONKA,MN,55345,ASSOCIATED BUILDING CONTRACTORS,,11131999.0,250,,,,,,3061920110006680320
2000,C00347203,A,YE,,20035251872.0,15,,"HEASLEY, PHIL",WOODLAND,MN,55391,U S BANCORP,,12301999.0,500,,,,,,3061920110006680321
2000,C00347203,A,YE,,20035251872.0,15,,"HEALTH, VERNON",EDINA,MN,55435,ROSEMOUNT OFFICE SYSTEMS,,10011999.0,1000,,,,,,3061920110006680322
2000,C00347203,A,YE,,20035251872.0,15,,"HEALTH, VERNON",EDINA,MN,55435,ROSEMOUNT OFFICE SYSTEMS,,10011999.0,1000,,,,,,3061920110006680323
2000,C00347203,A,YE,,20035251872.0,15,,"HELTHOFF, KENNETH",DEEPHAVEN,MN,55391,CENTER DIAGNOSTIC IMAGING,,12071999.0,250,,,,,,3061920110006680324
2000,C00347203,A,YE,,20035251872.0,15,,"HINDERAKER, JOHN",MINNEAPOLLS,MN,55419,FAEGRE & BENSON,,12011999.0,1000,,,,,,3061920110006680325
2000,C00347203,A,YE,,20035251872.0,15,,"HORWITZ, BARRY",NEWTON,MA,02458,SPROCKETS COM INC,,8211999.0,250,,,,,,3061920110006680326
2000,C00347203,A,YE,,20035251873.0,15,,"HORWITZ, BARRY",NEWTON,MA,02458,SPROCKETS.COM INC,,12301999.0,250,,,,,,3061920110006680327
2000,C00347203,A,YE,,20035251873.0,15,,"HUMPHREY, ANDREW",WAYZATA,MN,55391,FAEGRE & BENSON,,11071999.0,500,,,,,,3061920110006680328
2000,C00347203,A,YE,,20035251873.0,15,,"JENKINS, DAVID",ROCHESTER,MN,55902,ROTAB CORP,,11231999.0,500,,,,,,3061920110006680329
2000,C00347203,A,YE,,20035251873.0,15,,"JOHNSON, ORVILLE P",STILLWATER,MN,55082,U F E INC,,12311999.0,1000,,,,,,3061920110006680330
2000,C00347203,A,YE,,20035251873.0,15,,"JUNDT, MARCUS E",WAYZATA,MN,55391,JUNDT & ASSOCIATES,,11101999.0,1000,,,,,,3061920110006680331
2000,C00347203,A,YE,,20035251873.0,15,,"KASPER, EUGENE",ANNANDALE,MN,55302,MINNESOTA DIVERSIFLED,,12191999.0,500,,,,,,3061920110006680332
2000,C00347203,A,YE,,20035251873.0,15,,"KELLOGG, ESTHER",SAINT PAUL,MN,55105,HOMEMAKER,,12261999.0,1000,,,,,,3061920110006680333
2000,C00347203,A,YE,,20035251879.0,15,,"OLSON, EARL B",WILMAR,MN,56201,JENNIE O'FOODS,,12201999.0,500,,,,,,3061920110006680372
2000,C00347203,A,YE,,20035251880.0,15,,"OLSON, EARL B",WILIMAR,MN,56201,JENNIE O'FOODS,,12201999.0,1000,,,,,,3061920110006680373
2000,C00347203,A,YE,,20035251880.0,15,,"PACKARD, F WAYNE",BLOOMINGTON,MN,55438,RETIRED,,11151999.0,1000,,,,,,3061920110006680374
2000,C00347203,A,YE,,20035251880.0,15,,"PACKARD, F WAYNE",BLOOMINGTON,MN,55438,RETIRED,,11151999.0,1000,,,,,,3061920110006680375
2000,C00347203,A,YE,,20035251880.0,15,,"PARADIS, DELORA",SPICER,MN,56288,HOMEMAKER,,12031999.0,250,,,,,,3061920110006680376
2000,C00347203,A,YE,,20035251880.0,15,,"PARKER, ANDREW",SAINT LOUIS PARK,MN,55416,SMITH-PARKER,,10141999.0,250,,,,,,3061920110006680377
2000,C00347203,A,YE,,20035251880.0,15,,"PARKER, ANDREW",SAINT LOUIS PARK,MN,55416,SMITH-PARKER,,12221999.0,200,,,,,,3061920110006680378
2000,C00347203,A,YE,,20035251880.0,15,,"PETERSON, TODD",MINNEAPOLIS,MN,55416,SPRING HOUSE CAPITAL,,11061999.0,1000,,,,,,3061920110006680379
2000,C00347203,A,YE,,20035251881.0,15,,"PETERSON, TODD",MINNEAPOLIS,MN,55416,SPRING HOUSE CAPITAL,,11061999.0,1000,,,,,,3061920110006680380
2000,C00347203,A,YE,,20035251881.0,15,,"PIERSON, MAXINE",SLAYTON,MN,56172,RETIRED,,12211999.0,300,,,,,,3061920110006680381
2000,C00347203,A,YE,,20035251877.0,15,,"LINDAHL, JOHN B JR",CRYSTAL,MN,55323,SELF-EMPLOYED,,10211999.0,1000,,,,,,3061920110006680354
2000,C00347203,A,YE,,20035251877.0,15,,"LUNDBORG, RICHARD",EDINA,MN,55436,S F FOUNDATION,,10081999.0,500,,,,,,3061920110006680355
2000,C00347203,A,YE,,20035251877.0,15,,"LYNN, PETER",MINNEAPOLLS,MN,55416,DIAMOND BRANDS,,8121999.0,500,,,,,,3061920110006680356
2000,C00347203,A,YE,,20035251877.0,15,,"LYNN, PETER",MINNEAPOLLS,MN,55416,DIAMOND BRANDS,,12211999.0,500,,,,,,3061920110006680357
2000,C00347203,A,YE,,20035251877.0,15,,"MAHONEY, TOM",EDINA,MN,55436,FABCON,,11191999.0,250,,,,,,3061920110006680358
2000,C00347203,A,YE,,20035251877.0,15,,"MALONE, JOE",LUVERNE,MN,56156,MALONE MANAGEMENT AGENCY,,11021999.0,500,,,,,,3061920110006680359
2000,C00347203,A,YE,,20035251877.0,15,,"MARTINEAU, ROBERT",BRENTWOOD,TN,37027,WALLE LUNSDEN DUTCH & DAVIS,,8091999.0,250,,,,,,3061920110006680360
2000,C00347203,A,YE,,20035251878.0,15,,"MCCLINTOCK, GEORGE",WAYZATA,MN,55391,RETIRED,,12041999.0,250,,,,,,3061920110006680361
2000,C00347203,A,YE,,20035251878.0,15,,"MCFARLAND, RICHARD D",CHANHASSEN,MN,55331,DAIN RAUSCHER,,12221999.0,500,,,,,,3061920110006680362
2000,C00347203,A,YE,,20035251878.0,15,,"MCMILLAN, DOUGLAS D",SAINT PAUL,MN,55105,MCMILLAN ELECTRIC,,10141999.0,500,,,,,,3061920110006680363
2000,C00347203,A,YE,,20035251878.0,15,,"MINN, STEVE",MINNEAPOLLS,MN,55409,STATE OF MINNESOTA,,9031999.0,250,,,,,,3061920110006680364
2000,C00347203,A,YE,,20035251878.0,15,,"MULLIN, JAMES",CHASKA,MN,55318,ACCOUNTANT,,12171999.0,200,,,,,,3061920110006680365
2000,C00347203,A,YE,,20035251879.0,15,,"NIGON, RICHARD",WAYZATA,MN,55391,ERNST & YOUNG,,11191999.0,250,,,,,,3061920110006680366
2000,C00347203,A,YE,,20035251879.0,15,,"O'BRIEN, JAMES",PRIOR LAKE,MN,55372,DENTIST,,12311999.0,250,,,,,,3061920110006680367
2000,C00347203,A,YE,,20035251879.0,15,,"O'BRIEN, KEVIN",SHAKOPEE,MN,55379,GREYSTONE CONSTRUCTION,,12021999.0,500,,,,,,3061920110006680368
2000,C00347203,A,YE,,20035251879.0,15,,"O'BRIEN, SCOTT",SHAKOPEE,MN,55379,AMERICAN FAMILY INSURANCE,,12141999.0,250,,,,,,3061920110006680369
2000,C00347203,A,YE,,20035251879.0,15,,"OLSON, CLIFFORD",PRIOR LAKE,MN,55372,ABELCONN/CASSON INC,,10271999.0,1000,,,,,,3061920110006680370
2000,C00347203,A,YE,,20035251879.0,15,,"OLSON, EARL B",WILMAR,MN,56201,JENNIE O'FOODS,,9181999.0,500,,,,,,3061920110006680371
2000,C00347203,A,YE,,20035251881.0,15,,"POGIN, RICHARD",SAINT LOUIS PARK,MN,55426,INVESTMENT MANAGEMENT INC,,11231999.0,500,,,,,,3061920110006684510
2000,C00347203,A,YE,,20035251881.0,15,,"PULLES, GREG",PLYMOUTH,MN,55446,T C F FINANCIAL,,12211999.0,1000,,,,,,3061920110006684511
2000,C00347203,A,YE,,20035251881.0,15,,"ROBBINS, BRENT",NEW HOPE,MN,55427,WYNCREST CAPITAL,,8231999.0,250,,,,,,3061920110006684512
2000,C00347203,A,YE,,20035251881.0,15,,"ROHR, DANIEL",MINNEAPOLIS,MN,55403,U S BANK,,12111999.0,500,,,,,,3061920110006684513
2000,C00347203,A,YE,,20035251881.0,15,,"SANBORN, BRUCE",DELLWOOD,MN,55110,RETIRED,,10161999.0,1000,,,,,,3061920110006684514
2000,C00347203,A,YE,,20035251882.0,15,,"SANBORN, BRUCE",DELLWOOD,MN,55110,RETIRED,,10161999.0,1000,,,,,,3061920110006684515
2000,C00347203,A,YE,,20035251882.0,15,,"SCHERER, PETER",PLYMOUTH,MN,55447,SCHERER BROS LUMBER CO,,11261999.0,250,,,,,,3061920110006684516
2000,C00347203,A,YE,,20035251882.0,15,,"SCHERER, RACHAEL",PLYMOUTH,MN,55447,MEDTRONIC,,11191999.0,250,,,,,,3061920110006684517
2000,C00347203,A,YE,,20035251882.0,15,,"SCHERER, ROGER",PLYMOUTH,MN,55442,RETIRED,,12281999.0,1000,,,,,,3061920110006684518
2000,C00347203,A,YE,,20035251882.0,15,,"SCHERER, ROGER",PLYMOUTH,MN,55442,RETIRED,,12281999.0,1000,,,,,,3061920110006684519
2000,C00347203,A,YE,,20035251882.0,15,,"SCHILLING, HUGH K",SAINT PAUL,MN,55105,HORTON MFG CO,,12141999.0,500,,,,,,3061920110006684520
2000,C00347203,A,YE,,20035251882.0,15,,"SCHWALBACH, GERALD",WAYZATA,MN,55391,SUPERIOR STORAGE LLC,,12261999.0,1000,,,,,,3061920110006684521
2000,C00347203,A,YE,,20035251883.0,15,,"SCHWINGLER, JON",MOUND,MN,55364,ASLESSER BENDIT RESOURCES,,12311999.0,1000,,,,,,3061920110006684522
2000,C00347203,A,YE,,20035251883.0,15,,"SHAPIRO, PAUL",RYDAL,PA,19046,SUNBEAM,,12041999.0,500,,,,,,3061920110006684523
